plate_well,WellId,Plate,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,CELL_COUNT,ObjectArea_NUC_A,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,ObjectVarInten_NUC_A,ObjectSize_NUC_A,RingTotalInten_RNA,RingAvgInten_RNA,CircTotalInten_RNA,CircAvgInten_RNA,RingSpotTotalInten_RNA,RingSpotAvgInten_RNA,RingSpotTotalArea_RNA,RingSpotAvgArea_RNA,RingSpotCount_RNA,CircSpotTotalInten_RNA,CircSpotAvgInten_RNA,CircSpotTotalArea_RNA,CircSpotAvgArea_RNA,CircSpotCount_RNA,TotalInten_RNA,AvgInten_RNA,RingTotalInten_PMG,RingAvgInten_PMG,CircTotalInten_PMG,CircAvgInten_PMG,RingSpotTotalInten_PMG,RingSpotAvgInten_PMG,RingSpotTotalArea_PMG,RingSpotAvgArea_PMG,RingSpotCount_PMG,CircSpotTotalInten_PMG,CircSpotAvgInten_PMG,CircSpotTotalArea_PMG,CircSpotAvgArea_PMG,CircSpotCount_PMG,TotalInten_PMG,AvgInten_PMG,RingTotalInten_MITO,RingAvgInten_MITO,RingSpotTotalInten_MITO,RingSpotAvgInten_MITO,RingSpotTotalArea_MITO,RingSpotAvgArea_MITO,RingSpotCount_MITO,TotalInten_MITO,AvgInten_MITO,CircTotalInten_NUC_Tex,CircAvgInten_NUC_Tex,CircSpotTotalInten_NUC_Tex,CircSpotAvgInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,CircSpotCount_NUC_Tex,TotalInten_NUC_Tex,AvgInten_NUC_Tex
2A2_G20,G20,Plate2_drugs,2,antimycin-a,treated,1,10,2A2,7,20,0,0,0,0,0,0,0,0,1639989.711,175.7573509,1277940.641,837.3671153,0,0,0,0,0,94714.96875,1308.165454,0,0,0,1277940.641,837.3671153,1460864.688,0,1009105.813,0,0,0,0,0,0,0,0,0,0,0,1009105.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_G21,G21,Plate2_drugs,2,antimycin-a,treated,0.5,5,2A2,7,21,0,0,0,0,0,0,0,0,1979651.102,445.1792576,1199968.961,1058.019992,0,0,0,0,0,95678.75,1664.277968,0,0,0,1199968.961,1058.019992,1012733.031,0,786432.8125,0,0,0,0,0,0,0,0,0,0,0,786432.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_G22,G22,Plate2_drugs,2,antimycin-a,treated,0.25,2.5,2A2,7,22,0,0,0,0,0,0,0,0,1958278.945,333.1219859,1047968.297,867.5467165,0,0,0,0,0,69407.5,1242.765887,0,0,0,1047968.297,867.5467165,1107199.563,0,824055.25,0,0,0,0,0,0,0,0,0,0,0,824055.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_G23,G23,Plate2_drugs,2,antimycin-a,treated,0.125,1.25,2A2,7,23,0,0,0,0,0,0,0,0,1594842.586,386.4447454,1175187.328,1174.223969,0,0,0,0,0,56724.3125,1458.142482,0,0,0,1175187.328,1174.223969,1368265.563,0,904805.9375,0,0,0,0,0,0,0,0,0,0,0,904805.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_H02,H02,Plate2_drugs,2,antimycin-a,treated,0.0625,0.625,2A2,8,2,0,0,0,0,0,0,0,0,-1905451.086,-343.7054811,-742863.8359,-393.9881645,0,0,0,0,0,-106400.8438,-621.7019323,0,0,0,-742863.8359,-393.9881645,-1468595.531,0,-213409.5,0,0,0,0,0,0,0,0,0,0,0,-213409.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_H03,H03,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,8,3,0,0,0,0,0,0,0,0,-1486034.836,-214.112802,-400549.3594,-225.8288031,0,0,0,0,0,-114963.9375,-432.5295525,0,0,0,-400549.3594,-225.8288031,-1018146.781,0,-30195.375,0,0,0,0,0,0,0,0,0,0,0,-30195.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_H04,H04,Plate2_drugs,2,antimycin-a,treated,0.03125,0.3125,2A2,8,4,0,0,0,0,0,0,0,0,-1517673.531,-298.0183899,-430089.0781,-311.8923717,0,0,0,0,0,-70532.71875,-438.003989,0,0,0,-430089.0781,-311.8923717,-849793.25,0,3499.0625,0,0,0,0,0,0,0,0,0,0,0,3499.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_H05,H05,Plate2_drugs,2,antimycin-a,treated,0.015625,0.15625,2A2,8,5,0,0,0,0,0,0,0,0,-1893123.547,-336.6094577,-660528.9766,-364.5604777,0,0,0,0,0,-54311.59375,-802.9034272,0,0,0,-660528.9766,-364.5604777,-1191500.938,0,-190562.8125,0,0,0,0,0,0,0,0,0,0,0,-190562.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_H06,H06,Plate2_drugs,2,oligomycin-a,treated,1,10,2A2,8,6,0,0,0,0,0,0,0,0,-1477574.859,-305.3810935,-647346.4844,-459.662094,0,0,0,0,0,-72371.3125,-582.2699944,0,0,0,-647346.4844,-459.662094,-1245732,0,-236025.4375,0,0,0,0,0,0,0,0,0,0,0,-236025.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_H07,H07,Plate2_drugs,2,oligomycin-a,treated,0.5,5,2A2,8,7,0,0,0,0,0,0,0,0,-1664728.656,-318.6552739,-528703.5156,-386.8809869,0,0,0,0,0,-91242.75,-450.3164963,0,0,0,-528703.5156,-386.8809869,-1101988.875,0,-55058.375,0,0,0,0,0,0,0,0,0,0,0,-55058.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_H08,H08,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,8,8,0,0,0,0,0,0,0,0,-2131072.875,-271.1193564,-765980.4219,-467.6014632,0,0,0,0,0,-114232.125,-769.4134445,0,0,0,-765980.4219,-467.6014632,-1616681.25,0,-138018.4688,0,0,0,0,0,0,0,0,0,0,0,-138018.4688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_H09,H09,Plate2_drugs,2,oligomycin-a,treated,0.25,2.5,2A2,8,9,0,0,0,0,0,0,0,0,-1633795.406,-260.562906,-670546.4219,-364.1471282,0,0,0,0,0,-74030.125,-787.8169803,0,0,0,-670546.4219,-364.1471282,-1563678.875,0,-244382.7813,0,0,0,0,0,0,0,0,0,0,0,-244382.7813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_H10,H10,Plate2_drugs,2,oligomycin-a,treated,0.125,1.25,2A2,8,10,0,0,0,0,0,0,0,0,-1689507.586,-288.576367,-609768.0547,-293.6094479,0,0,0,0,0,-32781.875,-573.6673159,0,0,0,-609768.0547,-293.6094479,-1246754.188,0,-177622,0,0,0,0,0,0,0,0,0,0,0,-177622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_H11,H11,Plate2_drugs,2,oligomycin-a,treated,0.0625,0.625,2A2,8,11,0,0,0,0,0,0,0,0,-1168674.711,-194.3193498,-234329.0469,-146.7344051,0,0,0,0,0,-47334.03125,-199.572177,0,0,0,-234329.0469,-146.7344051,-1307027.281,0,-23064.0625,0,0,0,0,0,0,0,0,0,0,0,-23064.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_H12,H12,Plate2_drugs,2,oligomycin-a,treated,0.03125,0.3125,2A2,8,12,0,0,0,0,0,0,0,0,-1612896.867,-298.3926443,-459902.9063,-236.5427676,0,0,0,0,0,-61779.9375,-333.7696522,0,0,0,-459902.9063,-236.5427676,-1157471.875,0,-71813.6875,0,0,0,0,0,0,0,0,0,0,0,-71813.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_H13,H13,Plate2_drugs,2,oligomycin-a,treated,0.015625,0.15625,2A2,8,13,0,0,0,0,0,0,0,0,-1247534.805,-256.0398427,-326011.7813,-249.8352984,0,0,0,0,0,-54209.75,-371.6558968,0,0,0,-326011.7813,-249.8352984,-984910.0625,0,-644.4375,0,0,0,0,0,0,0,0,0,0,0,-644.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_H14,H14,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,8,14,0,0,0,0,0,0,0,0,-891243.9219,-182.8776033,6828.109375,-69.60597804,0,0,0,0,0,-30183.40625,-103.2935619,0,0,0,6828.109375,-69.60597804,-579471.875,0,233470.375,0,0,0,0,0,0,0,0,0,0,0,233470.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_H15,H15,Plate2_drugs,2,tunicamycin,treated,1,5,2A2,8,15,0,0,0,0,0,0,0,0,-1640963.117,-340.5627829,-424519.9219,-252.8805894,0,0,0,0,0,-31362.875,-512.0533109,0,0,0,-424519.9219,-252.8805894,-1174836.625,0,-123026.9375,0,0,0,0,0,0,0,0,0,0,0,-123026.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_H16,H16,Plate2_drugs,2,tunicamycin,treated,0.5,2.5,2A2,8,16,0,0,0,0,0,0,0,0,-714814.375,-232.8808128,-332655.5625,-267.1519376,0,0,0,0,0,-55400.78125,-434.4539664,0,0,0,-332655.5625,-267.1519376,-877757.1875,0,-147316.75,0,0,0,0,0,0,0,0,0,0,0,-147316.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_H17,H17,Plate2_drugs,2,tunicamycin,treated,0.25,1.25,2A2,8,17,0,0,0,0,0,0,0,0,-1059424.695,-252.4637867,-218351.1563,-153.373265,0,0,0,0,0,-77684.125,-309.3686729,0,0,0,-218351.1563,-153.373265,-1011257.625,0,-190181.1875,0,0,0,0,0,0,0,0,0,0,0,-190181.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_H18,H18,Plate2_drugs,2,tunicamycin,treated,0.125,0.625,2A2,8,18,0,0,0,0,0,0,0,0,-736379.4141,-283.0736752,-61220.1875,-64.62138686,0,0,0,0,0,-52481.875,-190.3021107,0,0,0,-61220.1875,-64.62138686,-877389.0625,0,144448.25,0,0,0,0,0,0,0,0,0,0,0,144448.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_H19,H19,Plate2_drugs,2,tunicamycin,treated,0.0625,0.3125,2A2,8,19,0,0,0,0,0,0,0,0,-1276026.109,-275.5327276,-360300.4453,-108.07941,0,0,0,0,0,-74693.125,-297.3575253,0,0,0,-360300.4453,-108.07941,-1126189.375,0,-123583.3438,0,0,0,0,0,0,0,0,0,0,0,-123583.3438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_H20,H20,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,8,20,0,0,0,0,0,0,0,0,-860765.2891,-245.8792294,-41716.34375,8.607289289,0,0,0,0,0,-30506.71875,-91.80401957,0,0,0,-41716.34375,8.607289289,-586925.0625,0,137918.9375,0,0,0,0,0,0,0,0,0,0,0,137918.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_H21,H21,Plate2_drugs,2,tunicamycin,treated,0.03125,0.15625,2A2,8,21,0,0,0,0,0,0,0,0,-521103.8984,23.5426774,-119688.0234,229.2601655,0,0,0,0,0,-29542.9375,264.3084954,0,0,0,-119688.0234,229.2601655,-1035056.719,0,-84754.0625,0,0,0,0,0,0,0,0,0,0,0,-84754.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_H22,H22,Plate2_drugs,2,tunicamycin,treated,0.015625,0.078125,2A2,8,22,0,0,0,0,0,0,0,0,-542476.0547,-88.51459436,-271688.6875,38.78689048,0,0,0,0,0,-55814.1875,-157.2035858,0,0,0,-271688.6875,38.78689048,-940590.1875,0,-47131.625,0,0,0,0,0,0,0,0,0,0,0,-47131.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_H23,H23,Plate2_drugs,2,tetrandrine,treated,1,20,2A2,8,23,0,0,0,0,0,0,0,0,-905912.4141,-35.19183482,-144469.6563,345.4641433,0,0,0,0,0,-68497.375,58.17300873,0,0,0,-144469.6563,345.4641433,-679524.1875,0,33619.0625,0,0,0,0,0,0,0,0,0,0,0,33619.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_I02,I02,Plate2_drugs,2,tetrandrine,treated,0.5,10,2A2,9,2,0,0,0,0,0,0,0,0,-259237.0234,-82.28629836,256576.5703,307.5548549,0,0,0,0,0,5633.34375,418.6633126,0,0,0,256576.5703,307.5548549,512635.9688,0,347772.125,0,0,0,0,0,0,0,0,0,0,0,347772.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_I03,I03,Plate2_drugs,2,tetrandrine,treated,0.25,5,2A2,9,3,0,0,0,0,0,0,0,0,160179.2266,47.30638082,598891.0469,475.7142163,0,0,0,0,0,-2929.75,607.8356924,0,0,0,598891.0469,475.7142163,963084.7188,0,530986.25,0,0,0,0,0,0,0,0,0,0,0,530986.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_I04,I04,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,9,4,0,0,0,0,0,0,0,0,128540.5313,-36.5992071,569351.3281,389.6506476,0,0,0,0,0,41501.46875,602.3612559,0,0,0,569351.3281,389.6506476,1131438.25,0,564680.6875,0,0,0,0,0,0,0,0,0,0,0,564680.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_I05,I05,Plate2_drugs,2,tetrandrine,treated,0.125,2.5,2A2,9,5,0,0,0,0,0,0,0,0,-246909.4844,-75.19027487,338911.4297,336.9825417,0,0,0,0,0,57722.59375,237.4618177,0,0,0,338911.4297,336.9825417,789730.5625,0,370618.8125,0,0,0,0,0,0,0,0,0,0,0,370618.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_I06,I06,Plate2_drugs,2,tetrandrine,treated,0.0625,1.25,2A2,9,6,0,0,0,0,0,0,0,0,168639.2031,-43.96191069,352093.9219,241.8809254,0,0,0,0,0,39662.875,458.0952505,0,0,0,352093.9219,241.8809254,735499.5,0,325156.1875,0,0,0,0,0,0,0,0,0,0,0,325156.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_I07,I07,Plate2_drugs,2,tetrandrine,treated,0.03125,0.625,2A2,9,7,0,0,0,0,0,0,0,0,-18514.59375,-57.23609113,470736.8906,314.6620325,0,0,0,0,0,20791.4375,590.0487486,0,0,0,470736.8906,314.6620325,879242.625,0,506123.25,0,0,0,0,0,0,0,0,0,0,0,506123.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_I08,I08,Plate2_drugs,2,tetrandrine,treated,0.015625,0.3125,2A2,9,8,0,0,0,0,0,0,0,0,-484858.8125,-9.700173565,233459.9844,233.9415562,0,0,0,0,0,-2197.9375,270.9518004,0,0,0,233459.9844,233.9415562,364550.25,0,423163.1563,0,0,0,0,0,0,0,0,0,0,0,423163.1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_I09,I09,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,9,9,0,0,0,0,0,0,0,0,12418.65625,0.856276796,328893.9844,337.3958912,0,0,0,0,0,38004.0625,252.5482646,0,0,0,328893.9844,337.3958912,417552.625,0,316798.8438,0,0,0,0,0,0,0,0,0,0,0,316798.8438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_I10,I10,Plate2_drugs,2,pifithrin-mu,treated,1,10,2A2,9,10,0,0,0,0,0,0,0,0,-43293.52344,-27.15718423,389672.3516,407.9335715,0,0,0,0,0,79252.3125,466.697929,0,0,0,389672.3516,407.9335715,734477.3125,0,383559.625,0,0,0,0,0,0,0,0,0,0,0,383559.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_I11,I11,Plate2_drugs,2,pifithrin-mu,treated,0.5,5,2A2,9,11,0,0,0,0,0,0,0,0,477539.3516,67.09983297,765111.3594,554.8086143,0,0,0,0,0,64700.15625,840.7930679,0,0,0,765111.3594,554.8086143,674204.2188,0,538117.5625,0,0,0,0,0,0,0,0,0,0,0,538117.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_I12,I12,Plate2_drugs,2,pifithrin-mu,treated,0.25,2.5,2A2,9,12,0,0,0,0,0,0,0,0,33317.19531,-36.97346147,539537.5,465.0002518,0,0,0,0,0,50254.25,706.5955927,0,0,0,539537.5,465.0002518,823759.625,0,489367.9375,0,0,0,0,0,0,0,0,0,0,0,489367.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_I13,I13,Plate2_drugs,2,pifithrin-mu,treated,0.125,1.25,2A2,9,13,0,0,0,0,0,0,0,0,398679.2578,5.379340125,673428.625,451.7077209,0,0,0,0,0,57824.4375,668.7093481,0,0,0,673428.625,451.7077209,996321.4375,0,560537.1875,0,0,0,0,0,0,0,0,0,0,0,560537.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_I14,I14,Plate2_drugs,2,pifithrin-mu,treated,0.0625,0.625,2A2,9,14,0,0,0,0,0,0,0,0,754970.1406,78.54157951,1006268.516,631.9370413,0,0,0,0,0,81850.78125,937.071683,0,0,0,1006268.516,631.9370413,1401759.625,0,794652,0,0,0,0,0,0,0,0,0,0,0,794652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_I15,I15,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,9,15,0,0,0,0,0,0,0,0,5250.945313,-79.14360015,574920.4844,448.66243,0,0,0,0,0,80671.3125,528.311934,0,0,0,574920.4844,448.66243,806394.875,0,438154.6875,0,0,0,0,0,0,0,0,0,0,0,438154.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_I16,I16,Plate2_drugs,2,pifithrin-mu,treated,0.03125,0.3125,2A2,9,16,0,0,0,0,0,0,0,0,931399.6875,28.53836995,666784.8438,434.3910818,0,0,0,0,0,56633.40625,605.9112785,0,0,0,666784.8438,434.3910818,1103474.313,0,413864.875,0,0,0,0,0,0,0,0,0,0,0,413864.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_I17,I17,Plate2_drugs,2,pifithrin-mu,treated,0.015625,0.15625,2A2,9,17,0,0,0,0,0,0,0,0,586789.3672,8.955396079,781089.25,548.1697543,0,0,0,0,0,34350.0625,730.996572,0,0,0,781089.25,548.1697543,969973.875,0,371000.4375,0,0,0,0,0,0,0,0,0,0,0,371000.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_I18,I18,Plate2_drugs,2,NSC-697923,treated,1,10,2A2,9,18,0,0,0,0,0,0,0,0,909834.6484,-21.65449246,938220.2188,636.9216325,0,0,0,0,0,59552.3125,850.0631342,0,0,0,938220.2188,636.9216325,1103842.438,0,705629.875,0,0,0,0,0,0,0,0,0,0,0,705629.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_I19,I19,Plate2_drugs,2,NSC-697923,treated,0.5,5,2A2,9,19,0,0,0,0,0,0,0,0,370187.9531,-14.11354479,639139.9609,593.4636093,0,0,0,0,0,37341.0625,743.0077196,0,0,0,639139.9609,593.4636093,855042.125,0,437598.2813,0,0,0,0,0,0,0,0,0,0,0,437598.2813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_I20,I20,Plate2_drugs,2,NSC-697923,treated,0.25,2.5,2A2,9,20,0,0,0,0,0,0,0,0,785448.7734,15.53995342,957724.0625,710.1503086,0,0,0,0,0,81527.46875,948.5612253,0,0,0,957724.0625,710.1503086,1394306.438,0,699100.5625,0,0,0,0,0,0,0,0,0,0,0,699100.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_I21,I21,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,9,21,0,0,0,0,0,0,0,0,1125110.164,284.9618602,879752.3828,930.8031849,0,0,0,0,0,82491.25,1304.67374,0,0,0,879752.3828,930.8031849,946174.7813,0,476427.5625,0,0,0,0,0,0,0,0,0,0,0,476427.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_I22,I22,Plate2_drugs,2,NSC-697923,treated,0.125,1.25,2A2,9,22,0,0,0,0,0,0,0,0,1103738.008,172.9045884,727751.7188,740.3299098,0,0,0,0,0,56220,883.1616591,0,0,0,727751.7188,740.3299098,1040641.313,0,514050,0,0,0,0,0,0,0,0,0,0,0,514050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_I23,I23,Plate2_drugs,2,NSC-697923,treated,0.0625,0.625,2A2,9,23,0,0,0,0,0,0,0,0,740301.6484,226.227348,854970.75,1047.007163,0,0,0,0,0,43536.8125,1098.538254,0,0,0,854970.75,1047.007163,1301707.313,0,594800.6875,0,0,0,0,0,0,0,0,0,0,0,594800.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_J02,J02,Plate2_drugs,2,NSC-697923,treated,0.03125,0.3125,2A2,10,2,0,0,0,0,0,0,0,0,-1685502.523,-330.4234126,-802332.9766,-389.5660386,0,0,0,0,0,-79931.46875,-548.5415156,0,0,0,-802332.9766,-389.5660386,-530568.2188,0,-223308.5625,0,0,0,0,0,0,0,0,0,0,0,-223308.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_J03,J03,Plate2_drugs,2,NSC-697923,treated,0.015625,0.15625,2A2,10,3,0,0,0,0,0,0,0,0,-1266086.273,-200.8307335,-460018.5,-221.4066772,0,0,0,0,0,-88494.5625,-359.3691357,0,0,0,-460018.5,-221.4066772,-80119.46875,0,-40094.4375,0,0,0,0,0,0,0,0,0,0,0,-40094.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_J04,J04,Plate2_drugs,2,selinexor,treated,1,20,2A2,10,4,0,0,0,0,0,0,0,0,-1297724.969,-284.7363214,-489558.2188,-307.4702459,0,0,0,0,0,-44063.34375,-364.8435722,0,0,0,-489558.2188,-307.4702459,88234.0625,0,-6400,0,0,0,0,0,0,0,0,0,0,0,-6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_J05,J05,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,10,5,0,0,0,0,0,0,0,0,-1673174.984,-323.3273892,-719998.1172,-360.1383518,0,0,0,0,0,-27842.21875,-729.7430105,0,0,0,-719998.1172,-360.1383518,-253473.625,0,-200461.875,0,0,0,0,0,0,0,0,0,0,0,-200461.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_J06,J06,Plate2_drugs,2,selinexor,treated,0.5,10,2A2,10,6,0,0,0,0,0,0,0,0,-1257626.297,-292.099025,-706815.625,-455.2399681,0,0,0,0,0,-45901.9375,-509.1095777,0,0,0,-706815.625,-455.2399681,-307704.6875,0,-245924.5,0,0,0,0,0,0,0,0,0,0,0,-245924.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_J07,J07,Plate2_drugs,2,selinexor,treated,0.25,5,2A2,10,7,0,0,0,0,0,0,0,0,-1444780.094,-305.3732054,-588172.6563,-382.458861,0,0,0,0,0,-64773.375,-377.1560796,0,0,0,-588172.6563,-382.458861,-163961.5625,0,-64957.4375,0,0,0,0,0,0,0,0,0,0,0,-64957.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_J08,J08,Plate2_drugs,2,selinexor,treated,0.125,2.5,2A2,10,8,0,0,0,0,0,0,0,0,-1911124.313,-257.8372878,-825449.5625,-463.1793373,0,0,0,0,0,-87762.75,-696.2530278,0,0,0,-825449.5625,-463.1793373,-678653.9375,0,-147917.5313,0,0,0,0,0,0,0,0,0,0,0,-147917.5313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_J09,J09,Plate2_drugs,2,selinexor,treated,0.0625,1.25,2A2,10,9,0,0,0,0,0,0,0,0,-1413846.844,-247.2808375,-730015.5625,-359.7250023,0,0,0,0,0,-47560.75,-714.6565636,0,0,0,-730015.5625,-359.7250023,-625651.5625,0,-254281.8438,0,0,0,0,0,0,0,0,0,0,0,-254281.8438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_J10,J10,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,10,10,0,0,0,0,0,0,0,0,-1469559.023,-275.2942985,-669237.1953,-289.187322,0,0,0,0,0,-6312.5,-500.5068992,0,0,0,-669237.1953,-289.187322,-308726.875,0,-187521.0625,0,0,0,0,0,0,0,0,0,0,0,-187521.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_J11,J11,Plate2_drugs,2,selinexor,treated,0.03125,0.625,2A2,10,11,0,0,0,0,0,0,0,0,-948726.1484,-181.0372813,-293798.1875,-142.3122792,0,0,0,0,0,-20864.65625,-126.4117602,0,0,0,-293798.1875,-142.3122792,-368999.9688,0,-32963.125,0,0,0,0,0,0,0,0,0,0,0,-32963.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_J12,J12,Plate2_drugs,2,selinexor,treated,0.015625,0.3125,2A2,10,12,0,0,0,0,0,0,0,0,-1392948.305,-285.1105758,-519372.0469,-232.1206417,0,0,0,0,0,-35310.5625,-260.6092355,0,0,0,-519372.0469,-232.1206417,-219444.5625,0,-81712.75,0,0,0,0,0,0,0,0,0,0,0,-81712.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_J13,J13,Plate2_drugs,2,puromycin,treated,1,5,2A2,10,13,0,0,0,0,0,0,0,0,-1027586.242,-242.7577742,-385480.9219,-245.4131726,0,0,0,0,0,-27740.375,-298.4954801,0,0,0,-385480.9219,-245.4131726,-46882.75,0,-10543.5,0,0,0,0,0,0,0,0,0,0,0,-10543.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_J14,J14,Plate2_drugs,2,puromycin,treated,0.5,2.5,2A2,10,14,0,0,0,0,0,0,0,0,-671295.3594,-169.5955348,-52641.03125,-65.18385218,0,0,0,0,0,-3714.03125,-30.13314517,0,0,0,-52641.03125,-65.18385218,358555.4375,0,223571.3125,0,0,0,0,0,0,0,0,0,0,0,223571.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A2_J15,J15,Plate2_drugs,2,puromycin,treated,0.25,1.25,2A2,10,15,0,0,0,0,0,0,0,0,-1421014.555,-327.2807144,-483989.0625,-248.4584635,0,0,0,0,0,-4893.5,-438.8928942,0,0,0,-483989.0625,-248.4584635,-236809.3125,0,-132926,0,0,0,0,0,0,0,0,0,0,0,-132926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
