plate_well,WellId,Plate,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,ObjectArea_NUC_A,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,ObjectVarInten_NUC_A,ObjectSize_NUC_A,RingTotalInten_RNA,RingAvgInten_RNA,CircTotalInten_RNA,CircAvgInten_RNA,RingSpotTotalInten_RNA,RingSpotAvgInten_RNA,RingSpotTotalArea_RNA,RingSpotAvgArea_RNA,CircSpotTotalInten_RNA,CircSpotAvgInten_RNA,CircSpotTotalArea_RNA,CircSpotAvgArea_RNA,TotalInten_RNA,AvgInten_RNA,RingTotalInten_PMG,RingAvgInten_PMG,CircTotalInten_PMG,CircAvgInten_PMG,RingSpotTotalInten_PMG,RingSpotAvgInten_PMG,RingSpotTotalArea_PMG,RingSpotAvgArea_PMG,CircSpotTotalInten_PMG,CircSpotAvgInten_PMG,CircSpotTotalArea_PMG,CircSpotAvgArea_PMG,TotalInten_PMG,AvgInten_PMG,RingTotalInten_MITO,RingAvgInten_MITO,RingSpotTotalInten_MITO,RingSpotAvgInten_MITO,RingSpotTotalArea_MITO,RingSpotAvgArea_MITO,TotalInten_MITO,AvgInten_MITO,CircTotalInten_NUC_Tex,CircAvgInten_NUC_Tex,CircSpotTotalInten_NUC_Tex,CircSpotAvgInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,TotalInten_NUC_Tex,AvgInten_NUC_Tex
2A3_C23,C23,Plate2_drugs,2,9-aminoacridine,treated,1,20,2A3,3,23,892.5,1.186676225,1.337284575,10452140.5,12197.31427,3465.735842,33.71002064,3386194.5,384.2455639,2381604,2544.212256,0,0,0,0,320385.5,4561.648352,70.5,10.66964286,2381604,2544.212256,13850097.5,1607.755965,4669962,5382.677378,1836920.5,3003.914548,621.5,11.81131617,3815947.5,5967.462488,677.5,283,4669962,5382.677378,14120423,1619.535936,2430551.5,3945.344621,620.5,9.452380952,4257370.5,4824.184795,10443094,12183.7198,4434512.5,13364.13522,334,105.7916667,10443094,12183.7198
2A3_D02,D02,Plate2_drugs,2,9-aminoacridine,treated,0.5,10,2A3,4,2,1218,1.138224195,1.243389718,13356597,10318.41213,3415.418409,39.38027127,4885437,544.9847894,4125174,3268.970519,0,0,0,0,589989,4813.289256,114,6.714285714,4125174,3268.970519,16363657,1810.743187,5579898,4563.930295,1145699,3159.445045,380,4.433333333,4370434,4964.563037,892,68.15384615,5579898,4563.930295,16821300,1864.407751,1347188,4193.092784,330,2.865384615,5685275,4865.997987,13077987,10154.47658,6436952,12443.559,519,50.7,13077987,10154.47658
2A3_D03,D03,Plate2_drugs,2,9-aminoacridine,treated,0.25,5,2A3,4,3,1611.5,1.243968046,1.562699317,16087025.5,9711.090042,2600.518645,45.29707586,9641172.5,1086.8637,5140194,3161.033317,8838,2749.3625,3,1.333333333,463567,5167.532267,87,11.35714286,5140194,3161.033317,21127981.5,2345.83776,7721869.5,4844.050304,3403604.5,3793.910898,865,9.730296155,4840371.5,5231.251911,878.5,26.21032609,7721869.5,4844.050304,23066071,2540.330451,3658703.5,4891.641632,731.5,7.047468354,7912677,4927.390455,15963353.5,9613.352932,6671274,10379.38745,636.5,36.27878788,15963353.5,9613.352932
2A3_D04,D04,Plate2_drugs,2,DMSO,control,NULL,NULL,2A3,4,4,1436.5,1.228388146,1.527619006,11954476,8790.944481,2182.57175,42.76690435,10652148,1599.526879,5369714,3623.929148,0,0,0,0,426521.5,5578.05737,76.5,8.666666667,5369714,3623.929148,19129896,2837.251007,7013644.5,4686.056748,959191.5,4757.079693,192,6.989361702,1436067.5,5293.995314,273,5.922322775,7013644.5,4686.056748,18266717.5,2773.762209,1798277,4964.003436,352,4.956843941,6361452.5,4245.359066,11846533,8715.675861,5690978.5,9283.858023,632,37.59642857,11846533,8715.675861
2A3_D05,D05,Plate2_drugs,2,9-aminoacridine,treated,0.125,2.5,2A3,4,5,1507,1.236173155,1.540175212,13224655,9226.44,2220.899656,43.80378972,11315352,1603.167462,5753451,3795.078,0,0,0,0,452043,6127.44,74,9.25,5753451,3795.078,21677861,2967.889866,7815824,5196.517641,1363560,4815.493617,270,8.653061224,2394869,5838.586371,418,12.55,7815824,5196.517641,21598335,2965.49384,2426027,5074.86817,469,6.092592593,7255099,4775.482998,13214648,9168.382189,5739517,9639.341387,588,36.57142857,13214648,9168.382189
2A3_D06,D06,Plate2_drugs,2,9-aminoacridine,treated,0.0625,1.25,2A3,4,6,1492,1.213294411,1.49666961,12183431,8801.686275,2187.152313,43.58524292,11582282,1673.886229,5901427,3799.025987,0,0,0,0,435207,5847.26087,79,8.857142857,5901427,3799.025987,20581247,2906.835463,7490275,4880.490492,1214833,4765.898039,238,6.9375,1990177,5418.015789,358,7.108108108,7490275,4880.490492,18397808,2623.612671,1754418,4729.737705,350,4.828947368,6237531,4070.861688,12089169,8736.98458,5716192,9237.327586,630,37.78947368,12089169,8736.98458
2A3_D07,D07,Plate2_drugs,2,9-aminoacridine,treated,0.03125,0.625,2A3,4,7,1500.5,1.20597973,1.48733291,12803301,8768.946149,2095.640992,43.70921967,11628061.5,1834.481194,5719481,3664.957697,0,0,0,0,454104.5,5521.536267,82,9.366666667,5719481,3664.957697,19867672.5,3096.203986,7365331.5,4706.761655,519807.5,5021.461538,100,5.591372913,687637,5379.912043,125,3.329166667,7365331.5,4706.761655,19208213,2932.313913,1153575.5,5187.342733,221,4.117647059,6548399.5,4193.159369,12684427.5,8693.478575,5845238,9077.460863,659,37.72282609,12684427.5,8693.478575
2A3_D08,D08,Plate2_drugs,2,9-aminoacridine,treated,0.015625,0.3125,2A3,4,8,1437,1.217535061,1.495063085,12655600,9356.72786,2226.899907,42.77435243,11714062,1852.148146,5818159,3993.47555,0,0,0,0,492136.5,6258.362062,81,9.4,5818159,3993.47555,19807892.5,3101.901696,7248561,5005.308742,1077919.5,5121.446549,201.5,8.422222222,1508798,5687.352978,261,7.682291667,7248561,5005.308742,19449444.5,3018.408212,1788137.5,5413.585571,325,6.037749288,6582580,4495.514909,12568171.5,9283.910258,5739515.5,9703.418963,600,44.3286445,12568171.5,9283.910258
2A3_D09,D09,Plate2_drugs,2,emetine,treated,1,20,2A3,4,9,1358,1.192149418,1.444717824,12915458,9765.434823,2528.700557,41.58195885,10785020,1648.241407,5148209.5,3759.708547,0,0,0,0,469021.5,5588.26089,83.5,10.56349206,5148209.5,3759.708547,20874681,3146.294216,7195583,5211.299738,2061960,5047.934899,391.5,7.940364277,2495999,5736.759985,426,9.40374677,7195583,5211.299738,17870192.5,2683.073128,2124386.5,4797.985586,429,5.038843537,5640671,4093.239541,12813339.5,9713.520322,6128033,10410.76686,595.5,45.62564103,12813339.5,9713.520322
2A3_D10,D10,Plate2_drugs,2,DMSO,control,NULL,NULL,2A3,4,10,1401,1.233311473,1.554522144,11930979,9466.510787,2344.103849,42.23515568,10350519,1532.349895,5070214.5,3563.452883,0,0,0,0,359207.5,5286.543672,70,7.894444444,5070214.5,3563.452883,19101485,2778.563897,6789004.5,4683.133913,1283369.5,4901.860656,264,10.43095238,1402887,5447.061007,257,9.140394089,6789004.5,4683.133913,18866586.5,2721.615564,2334447.5,5157.267453,448,7.708206687,6228529,4293.099232,11932951,9452.283045,5498483,10037.98786,571,45.66433566,11932951,9452.283045
2A3_D11,D11,Plate2_drugs,2,emetine,treated,0.5,10,2A3,4,11,1372,1.204416844,1.441179613,11868810,9592.164474,2357.466202,41.79574925,11615917,1855.40877,5583835,3981.370736,0,0,0,0,437063,5884.405063,76,9.357142857,5583835,3981.370736,20364692,3294.973057,7332755,5221.610829,1664122,5427.152941,285,10.41176471,1569399,6044.81672,257,8.857142857,7332755,5221.610829,17858240,2888.131694,2290052,5169.141399,416,7.385964912,5931057,4205.451071,11858107,9566.235552,5500355,10131.00472,551,44,11858107,9566.235552
2A3_D12,D12,Plate2_drugs,2,emetine,treated,0.25,5,2A3,4,12,1408,1.208445397,1.449703648,12286925,9155.262463,2197.535504,42.34052875,11125205.5,1793.395596,5429854,3728.160898,0,0,0,0,472710,5567.326598,86,9.732142857,5429854,3728.160898,19611160.5,3146.661279,7044249.5,4832.917753,1351713,5047.693446,259,9.196153846,1431411.5,5565.437354,258.5,6.851851852,7044249.5,4832.917753,20263206,3233.417832,2354745,5730.085791,390,7.015182186,6836564,4678.253828,12225048,9143.472869,5474261,9555.940184,586.5,41.13555556,12225048,9143.472869
2A3_D13,D13,Plate2_drugs,2,emetine,treated,0.125,2.5,2A3,4,13,1453,1.216609633,1.489025434,12286150,8935.732517,2198.693284,43.01182464,11154215,1707.053924,5403824,3648.568654,0,0,0,0,441631,5467.066667,79,9.391304348,5403824,3648.568654,20098034,2957.984556,6943139,4752.444444,1196684,4939.421965,240,8.894736842,1323082,5432.858852,246,6.073529412,6943139,4752.444444,19338461,2854.939696,1825536,5138.899833,336,5.836734694,6190332,4246.648245,12233620,8900.901628,5378063,9418.821429,579,36.85714286,12233620,8900.901628
2A3_D14,D14,Plate2_drugs,2,emetine,treated,0.0625,1.25,2A3,4,14,1495,1.216148155,1.485382444,12961704,8887.836168,2159.737724,43.62903986,11381644,1744.908177,5496787,3591.343778,0,0,0,0,450444,5574.727273,81,9.555555556,5496787,3591.343778,20147913,3027.083166,7325494,4793.918819,1267064,4972.931373,252,8.75,1411747,5493.489899,261,7.025641026,7325494,4793.918819,20858741,3102.112836,2463451,5455.855285,444,7.155963303,6944279,4459.171701,12859294,8849.147927,5542156,9259.588235,618,42,12859294,8849.147927
2A3_D15,D15,Plate2_drugs,2,emetine,treated,0.03125,0.625,2A3,4,15,1425.5,1.222564252,1.5015277,12780385.5,9500.368942,2398.687501,42.60285102,10941580.5,1698.917902,5499341.5,3779.612684,0,0,0,0,424901,5760.080508,73,8.851648352,5499341.5,3779.612684,19725116,3000.746571,7236716.5,4971.125646,1444423.5,5008.815581,262,10.50555556,1670377.5,5746.855903,292,9.337284483,7236716.5,4971.125646,20976354.5,3222.90754,2927128.5,5734.954423,498.5,7.909183673,7088174,4904.738665,12721700.5,9479.100005,5788464,10099.96452,576,42.88311688,12721700.5,9479.100005
2A3_D16,D16,Plate2_drugs,2,DMSO,control,NULL,NULL,2A3,4,16,1419,1.228798643,1.534514746,12139246.5,9162.760523,2250.81297,42.50560774,10496376,1633.697567,5162977,3463.928341,0,0,0,0,397965.5,5313.444108,74,8.881944444,5162977,3463.928341,19585369,3029.712843,7062127.5,4872.896289,1235968.5,5083.86044,233.5,9.148170732,1356939,5600.388806,246,6.974576271,7062127.5,4872.896289,22528495.5,3436.739598,2480431.5,6226.334427,384.5,7.170542636,7641133.5,5163.084018,12107262.5,9116.862151,5509361,9620.295249,588.5,41.28921569,12107262.5,9116.862151
2A3_D17,D17,Plate2_drugs,2,emetine,treated,0.015625,0.3125,2A3,4,17,1390,1.221486191,1.481850323,12294593,9537.512926,2274.9955,42.06902622,10613520,1774.577894,5326589,3739.213858,0,0,0,0,473557,5946,81,9.428571429,5326589,3739.213858,19497707,3146.668901,7313102,5043.335022,1410430,5149.262976,264,9.794871795,1534725,5758.693182,262,7.702702703,7313102,5043.335022,20403479,3318.964899,2284477,5944.813084,375,7.41025641,6935618,4911.455182,12250966,9483.694222,5620811,9944.967949,565,45.5,12250966,9483.694222
2A3_D18,D18,Plate2_drugs,2,digitoxin,treated,1,5,2A3,4,18,1400.5,1.202621454,1.435409968,11851509.5,9247.850728,2216.887333,42.22762041,10516743.5,1699.988255,4991849.5,3539.212078,0,0,0,0,408054.5,5591.926547,73,8.601973684,4991849.5,3539.212078,20212353,3182.76154,7197548,5083.782302,1156179.5,5277.699678,211,8.745967742,1514504.5,5766.757911,252.5,6.65247678,7197548,5083.782302,21959522,3453.723989,2451833,6031.83539,386,6.655102041,7332488,5101.39688,11822559,9201.15669,5474161.5,9625.947916,577,45.42207792,11822559,9201.15669
2A3_D19,D19,Plate2_drugs,2,digitoxin,treated,0.5,2.5,2A3,4,19,1552,1.206125406,1.480765281,12717498.5,8370.773888,2089.387827,44.45298155,11280189.5,1751.522152,5431326.5,3462.201631,2855.5,2155.619048,1,1,393985,4966.683014,84,8.514705882,5431326.5,3462.201631,21728525.5,3331.341942,7924540.5,5093.579532,674642.5,5454.8,124.5,5.704825835,976946.5,5833.77023,164.5,3.583586626,7924540.5,5093.579532,22573230,3477.267412,1368688.5,5963.121165,228,3.742463394,7677992.5,4903.606509,12620959,8317.798116,6055538,8807.158599,694,30.00146199,12620959,8317.798116
2A3_D20,D20,Plate2_drugs,2,digitoxin,treated,0.25,1.25,2A3,4,20,1446,1.210379963,1.467112062,12629083.5,9349.993001,2246.808465,42.90809226,10461105,1685.701169,5093819,3471.183551,0,0,0,0,453647.5,5361.689753,86.5,9.908333333,5093819,3471.183551,19370714.5,3046.330515,7219508.5,4921.311858,1209635,5088.030637,225,8.529411765,1700838,5578.358775,300.5,6.728735632,7219508.5,4921.311858,19325227.5,3062.668779,1858898,5283.670772,350.5,5.835585586,6416370.5,4395.810958,12593248.5,9312.679113,5818700.5,9774.848833,598.5,44.67410714,12593248.5,9312.679113
2A3_D21,D21,Plate2_drugs,2,digitoxin,treated,0.125,0.625,2A3,4,21,1435,1.216507936,1.501170882,12581272,9123.550296,2239.03139,42.74457564,10978979,1707.434512,5342658,3629.359131,0,0,0,0,424720,5558.412214,76,8.714285714,5342658,3629.359131,20218643,3082.956097,7177992,4932.586768,841152,5200.157175,155,7.714285714,1020777,5656.60339,178,5.1,7177992,4932.586768,19482792,2961.283904,1206761,5263.142857,223,4.268965517,6411832,4355.0249,12509201,9081.104697,5791416,9506.316456,599,37.53846154,12509201,9081.104697
2A3_D22,D22,Plate2_drugs,2,DMSO,control,NULL,NULL,2A3,4,22,1394,1.225539454,1.532327514,11562019,8934.979558,2227.75329,42.12951371,9445917.5,1421.844959,4399360.5,3082.77509,3652.5,2273.833333,1,1,372758,4608.303762,84,9.333333333,4399360.5,3082.77509,19809406.5,2953.44332,6909090,4823.473033,1140927.5,4948.746528,214.5,8.346666667,1261439,5446.811165,227.5,5.648752751,6909090,4823.473033,20942928,3104.654099,1809190.5,5418.059937,327,5.008333333,6837222,4670.678675,11486875.5,8873.309496,5705771.5,9364.052387,603.5,41.04166667,11486875.5,8873.309496
2A3_D23,D23,Plate2_drugs,2,digitoxin,treated,0.0625,0.3125,2A3,4,23,1461.5,1.221548239,1.498638791,13512061.5,9665.183079,2267.075895,43.13744939,10221149,1552.682741,4759467.5,3250.812558,0,0,0,0,369162,5245.459893,70,8.5,4759467.5,3250.812558,20768855,3123.018479,7429387.5,5107.205028,1424807,5272.690122,259,10.2,1566867,5911.204007,258,8.609848485,7429387.5,5107.205028,22363302,3348.753541,2784184,5851.685854,455,8.24,7089284.5,4826.420279,13540985.5,9662.209295,5893316.5,10132.99169,587,43.55833333,13540985.5,9662.209295
2A3_E02,E02,Plate2_drugs,2,digitoxin,treated,0.03125,0.15625,2A3,5,2,1387,1.206721365,1.45275511,12104769,9598.740964,2283.647682,42.02360347,9730022,1658.242863,4528447,3174.10492,0,0,0,0,392395,5011.942029,78,9.444444444,4528447,3174.10492,18552904,3132.135971,6809189,4758.076857,1111095,5036.074627,211,8.333333333,1212063,5478.848214,221,6.133333333,6809189,4758.076857,20921526,3438.811692,2515383,5783.345324,431,6.967741935,6923905,4761.441431,12036751,9585.945398,5585491,9978.440415,581,45.52941176,12036751,9585.945398
2A3_E03,E03,Plate2_drugs,2,digitoxin,treated,0.015625,0.078125,2A3,5,3,1470.5,1.21634465,1.498763751,13069190,9101.454555,2193.42365,43.27006698,10235597.5,1642.841227,4765515.5,3184.883282,0,0,0,0,399266.5,4890.185341,84,9.091666667,4765515.5,3184.883282,19922073,3132.403751,7215739,4850.231663,845917,5170.000117,155,8.072332233,980782,5582.256867,171.5,4.77032967,7215739,4850.231663,21227674,3308.769131,1807073.5,5670.436128,307.5,5.370364517,6864020,4597.563963,12991942.5,9056.700045,5823887,9486.06077,626,38.90909091,12991942.5,9056.700045
2A3_E04,E04,Plate2_drugs,2,desipramine,treated,1,20,2A3,5,4,1549.5,1.21763272,1.50090322,8301093,5207.419908,1285.797324,44.41716124,3507342,395.2235815,1845377,1123.822418,21209,1096.130952,15,2.252056404,36252.5,1485.458333,21,2.958333333,1845377,1123.822418,16095636,1784.695794,6535455.5,3920.888951,3573863.5,3255.449746,1075,13.06047814,3238954,4352.923864,688.5,22.86666667,6535455.5,3920.888951,12805321.5,1445.771609,3688172,3422.494794,1099,11.85744347,5616994.5,3248.777008,8303485,5202.29663,2790909,5584.429876,453.5,26.63004032,8303485,5202.29663
2A3_E05,E05,Plate2_drugs,2,DMSO,control,NULL,NULL,2A3,5,5,1410,1.223358814,1.518279537,12344553,9272.219948,2259.4917,42.3705975,8576370.5,1326.43777,3981860,2761.800073,2675,1937.3,1,1,299248.5,4123.994186,73,8.225,3981860,2761.800073,18940121,2991.684148,6829529.5,4778.323789,1195000,4878.278169,234,8.381180223,1260637.5,5476.975321,237,5.747093023,6829529.5,4778.323789,16955874,2602.205694,1369262.5,4607.509157,288.5,5.006329114,5447012,3765.237991,12342134.5,9239.766687,5664061,9684.869225,588,41.43910256,12342134.5,9239.766687
2A3_E06,E06,Plate2_drugs,2,desipramine,treated,0.5,10,2A3,5,6,1737.5,1.220926592,1.467832482,10906057.5,6839.587592,1698.315518,47.03459681,4955208,518.8238465,2745563,1533.361835,0,0,0,0,0,0,0,0,2745563,1533.361835,19952570.5,2028.679371,8324152.5,4683.177671,4307182,3630.170577,1230.5,13.62315188,4556596,5148.265341,842,27.03300866,8324152.5,4683.177671,13053885,1347.159475,2970559,3093.182095,979,9.350657895,6314135.5,3252.95076,10911368,6884.696183,3981345.5,7429.254838,504,24.01036683,10911368,6884.696183
2A3_E07,E07,Plate2_drugs,2,desipramine,treated,0.25,5,2A3,5,7,1984,1.300317024,1.78885047,17112941,7970.476791,1848.800844,50.26038015,7022336.5,657.7706014,3749663.5,1821.292907,22252.5,1768.006944,11,2.638888889,118399.5,3089.369485,38.5,7.591666667,3749663.5,1821.292907,25098402,2348.814237,9477708,4579.616938,3843334,3970.591934,963.5,13.85954955,3201328,5155.034014,617,13.36695906,9477708,4579.616938,17262646.5,1606.149857,2947638,3415.202438,844,7.45497076,6819146,3307.161819,17061787.5,7924.951678,5860489,8123.448483,706,29.33333333,17061787.5,7924.951678
2A3_E08,E08,Plate2_drugs,2,desipramine,treated,0.125,2.5,2A3,5,8,2368.5,1.241239266,1.642683982,19928000,8050.537052,1969.91718,54.91509409,14514927,1292.495507,7489820.5,3095.033017,23246.5,2679.253247,8,1.625874126,621011,4820.749953,136,9.628289474,7489820.5,3095.033017,33685857.5,2952.645624,12389083,5173.253375,3276993,4939.846744,651.5,9.667953668,3145698,5740.856499,556.5,7.933049709,12389083,5173.253375,28962963,2528.321039,2465838.5,4714.943545,498.5,4.880191405,9606488.5,3995.358573,19798324,8013.855811,7813294,8285.599175,908.5,27.35128726,19798324,8013.855811
2A3_E09,E09,Plate2_drugs,2,desipramine,treated,0.0625,1.25,2A3,5,9,2073,1.221263854,1.535505275,19607786,8700.283502,2223.423064,51.37534016,12833653.5,1322.712973,6658557,3082.226747,3781,1894.249694,1,1,526890,4706.467642,111,9.780405405,6658557,3082.226747,28574256,2845.262543,10342092,4977.073336,2564313.5,4765.65216,569.5,8.424632353,3175043,5479.837623,579,8.543424318,10342092,4977.073336,23624475.5,2335.030749,1767060.5,4237.972239,413,4.060180995,7525391.5,3601.453914,19537050.5,8716.260679,7847130,9188.469559,815.5,30.64133987,19537050.5,8716.260679
2A3_E10,E10,Plate2_drugs,2,desipramine,treated,0.03125,0.625,2A3,5,10,1854,1.225742389,1.540145934,18337400,9098.312674,2196.301208,48.58586333,11113143,1263.746934,5273203,2844.068127,0,0,0,0,343685,4369.348624,81,9,5273203,2844.068127,25271968,2778.08347,8916177,4718.600952,2691038,4590.617681,560,11.36585366,2376670,5363.122027,433,9.563636364,8916177,4718.600952,22994706,2552.752364,2888430,4512.665056,619,6.911392405,7389894,3909.948235,18317243,9092.336749,6664147,9574.873383,668,36,18317243,9092.336749
2A3_E11,E11,Plate2_drugs,2,DMSO,control,NULL,NULL,2A3,5,11,1386,1.232069036,1.546504265,12270834,9469.59824,2330.943301,42.00845164,8609560,1302.770447,3992965,2825.087324,2661,1855.5,1,1,304322,4270.285714,74,8.666666667,3992965,2825.087324,19031640,2854.291046,6824896,4710.061622,1514669,4879.508287,301,10.69230769,1695223,5415.671875,305,8.934782609,6824896,4710.061622,16557190,2474.917169,1718104,4407.760446,393,6.27027027,5394361,3696.983736,12159550,9477.5965,5635197,9898.285714,567,45.11764706,12159550,9477.5965
2A3_E12,E12,Plate2_drugs,2,desipramine,treated,0.015625,0.3125,2A3,5,12,1587,1.20677558,1.469353153,14888270.5,9318.640919,2287.672061,44.9514311,10904113.5,1451.904896,5172635.5,3196.342845,0,0,0,0,331456,4795.711551,69,7.8,5172635.5,3196.342845,22634802.5,3027.139985,8155867,5119.933665,1399296.5,5445.070588,247.5,10.5,1397679,6134.715071,229.5,9.115079365,8155867,5119.933665,19446521.5,2586.681107,1733045.5,4783.767391,344.5,6.015763547,6163585,3813.908585,14906520.5,9319.312653,5712423,9868.432559,588.5,37.69047619,14906520.5,9319.312653
2A3_E13,E13,Plate2_drugs,2,cisplatin,treated,1,10,2A3,5,13,1388.5,1.219275953,1.513118701,11698891,9210.271553,2274.468091,42.0463203,8446576,1299.903364,3985631.5,2793.991413,0,0,0,0,253980.5,4128.987386,62,7.620192308,3985631.5,2793.991413,18653515,2799.877146,6545584,4650.147311,1443382,4650.56147,295,9.2827051,1588355.5,5275.348046,291.5,8.467261905,6545584,4650.147311,16749225.5,2502.694009,1637855.5,4401.778896,364,5.979746318,5220446.5,3628.130562,11722537,9208.621891,5416075.5,9672.145619,564.5,43.125,11722537,9208.621891
2A3_E14,E14,Plate2_drugs,2,cisplatin,treated,0.5,5,2A3,5,14,1472,1.211680848,1.461704124,10706172.5,7557.090427,1791.954193,43.29212854,8809402.5,1412.318867,3938461,2689.537703,0,0,0,0,303915.5,4118.88806,78,8.577380952,3938461,2689.537703,19275643,3032.059047,6870864,4656.744207,1400998,5036.70969,265.5,10.38522108,1125320.5,5527.666981,207.5,7.737037037,6870864,4656.744207,15585038,2419.429272,1438358,4357.854442,328,6.341284648,4754194.5,3145.542835,10766551,7591.270613,4689941.5,7948.149232,594,37.38278388,10766551,7591.270613
2A3_E15,E15,Plate2_drugs,2,cisplatin,treated,0.25,2.5,2A3,5,15,1373,1.216549528,1.48767839,11569502,9113.036942,2266.638427,41.81097816,9406312,1530.206931,4437325,3107.11385,0,0,0,0,359186,4727.229167,77,9.25,4437325,3107.11385,19375454,3082.948248,7056795,4924.290519,1409013,5092.236486,266,10.02857143,1686094,5640.12844,299,8.380952381,7056795,4924.290519,17054990,2714.369626,1584033,4794.609756,316,5.948275862,5499353,3864.830357,11556534,9097.553846,5440996,9633.321799,574,43.45454545,11556534,9097.553846
2A3_E16,E16,Plate2_drugs,2,cisplatin,treated,0.125,1.25,2A3,5,16,1424.5,1.220535859,1.48382583,12860073.5,9528.409005,2290.445341,42.58790527,9996630.5,1486.708965,4744009.5,3202.23412,0,0,0,0,361461.5,4976.34457,72.5,8.401785714,4744009.5,3202.23412,20521523,3016.116932,7312947.5,4973.190563,1571148.5,5076.815375,299.5,10.15416667,1633479,5701.398787,289.5,7.979166667,7312947.5,4973.190563,19870557,2866.814313,2161967.5,5086.86955,413.5,6.635461605,6212229.5,4216.358445,12917688.5,9513.416181,5593230,9932.65844,572,45.16783217,12917688.5,9513.416181
2A3_E17,E17,Plate2_drugs,2,DMSO,control,NULL,NULL,2A3,5,17,1402,1.226773819,1.518743406,11744525,9100.821311,2199.03677,42.2502289,9566955,1411.68641,4489701,3075.179359,2248,1910,1,1,351108,4692.12844,77,8.833333333,4489701,3075.179359,20476457,2982.510733,7158629,4949.637618,1083044,5174.928571,202,8.898305085,1121183,5705.455556,198,5.472222222,7158629,4949.637618,18951999,2749.652838,1493034,4912.959538,287,4.8125,6043193,4118.063104,11722488,9045.045041,5658040,9442.750883,600,42.3125,11722488,9045.045041
2A3_E18,E18,Plate2_drugs,2,cisplatin,treated,0.0625,0.625,2A3,5,18,1363,1.219711477,1.474732075,11481134.5,9393.158852,2241.765014,41.65843851,9503053,1586.340839,4524501.5,3242.904428,0,0,0,0,358971,5154.050397,70,8.272727273,4524501.5,3242.904428,19483863,3189.012661,7199575.5,5178.69362,1208232,5461.20991,206.5,10.41220238,1308116.5,5996.224494,213.5,7.210737179,7199575.5,5178.69362,17963813,2959.654566,1725235,5113.951374,322.5,6.027492669,6044784,4294.929025,11442679.5,9370.800994,5441133.5,9756.485478,562.5,44.21538462,11442679.5,9370.800994
2A3_E19,E19,Plate2_drugs,2,cisplatin,treated,0.03125,0.3125,2A3,5,19,1427,1.211133392,1.477494133,11617806,8775.116485,2182.384867,42.62526047,9174753,1473.97929,4315252,2987.071025,5460,2303.5,2,1,371683,4357.6,83,8.666666667,4315252,2987.071025,19627082,3056.145827,7028465,4792.726847,810603,5078.614035,154,6.764705882,990326,5446.684492,184,4.03125,7028465,4792.726847,17553999,2715.836758,1195477,4621.383812,253,3.461538462,5694977,3841.424451,11529893,8728.098774,5718320,9156.481328,621,34.94444444,11529893,8728.098774
2A3_E20,E20,Plate2_drugs,2,cisplatin,treated,0.015625,0.15625,2A3,5,20,1414,1.221518912,1.501524068,11861020,9106.773833,2211.346794,42.43065774,9954930,1571.913107,4728971,3272.602675,3672,2459.333333,1,1,389060,5058.0125,77,8.714285714,4728971,3272.602675,20072637,3207.827586,7494035,5145.552176,1327962,5430.929478,234,9.581395349,1395030,5911.379592,233,6.8,7494035,5145.552176,18809668,2945.555667,1861511,5117.727273,355,5.723684211,6129320,4259.539697,11838012,9079.042381,5432578,9545.009732,566,42.88235294,11838012,9079.042381
2A3_E21,E21,Plate2_drugs,2,mitoxantrone,treated,1,5,2A3,5,21,1591,1.293074287,1.771906534,18953939,11616.22798,3255.933592,45.00804501,8588407,921.8701595,5090634,3068.157177,0,0,0,0,248504,4800.384615,52,6.545454545,5090634,3068.157177,23938341,2608.516753,8808250,5214.673077,4355200,4440.186813,948,12.26923077,4921102,5552.27447,852,22.02222222,8808250,5214.673077,19716226,2121.357321,1949534,4148.828701,448,4.165289256,6432784,3795.485656,18838855,11562.63798,7909147,12286.85135,629,54.33333333,18838855,11562.63798
2A3_E22,E22,Plate2_drugs,2,mitoxantrone,treated,0.5,2.5,2A3,5,22,1656,1.287959485,1.749118072,18829362,11234.18186,3340.111513,45.91823914,9336349,997.5371587,5575089,3179.235467,0,0,0,0,321047,4753.666667,69,7,5575089,3179.235467,24499578,2619.215057,9027150,5178.900826,2323897,4670.353846,485,8.214285714,3817337,5664.120958,649,14.89795918,9027150,5178.900826,21675494,2290.574514,1480005,4449.455172,324,2.792682927,7062943,3983.600694,18708666,11193.0232,8241992,12320.92213,667,38.5862069,18708666,11193.0232
2A3_E23,E23,Plate2_drugs,2,DMSO,control,NULL,NULL,2A3,5,23,1410,1.219280577,1.525317487,12070218,9073.380616,2256.045686,42.37060016,9075889,1462.531368,4316128,2969.729167,7903,2434.336842,3,1,373583,4334.130435,87,9.5,4316128,2969.729167,18979060,3030.923403,6771016,4781.193754,723435,5029.433333,141,6.536231884,834421,5449.753027,149,3.8,6771016,4781.193754,17225189,2750.886047,946482,4634.193333,198,3.183673469,5701843,3896.976327,12013945,9044.785683,6027859,9434.907731,642,40.54166667,12013945,9044.785683
